"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage"
"01013","5","54","74","0","2014","1","N",17,0,0,0,0,0,0,0,"N",0.31,0,0,0,0,0,0,0
"01015","1","54","74","0","2014","1","",2,40,40,40,647211,0,0,1245,"",5.54,1.95,1.94,1.95,2.27,0.00,0.00,1.17
"01015","5","54","74","0","2014","1","",196,1066,1070,1051,9914183,6205042,187604,718,"",0.68,0.40,0.40,0.39,0.26,0.37,0.44,0.66
"01017","3","54","74","0","2014","1","N",1,0,0,0,0,0,0,0,"N",16.37,0,0,0,0,0,0,0
"01017","5","54","74","0","2014","1","",37,146,151,147,1153907,703091,11912,600,"",0.55,0.29,0.30,0.29,0.18,0.20,0.16,0.61
"01019","5","54","74","0","2014","1","N",25,0,0,0,0,0,0,0,"N",0.52,0,0,0,0,0,0,0
"01021","5","54","74","0","2014","1","N",39,0,0,0,0,0,0,0,"N",0.46,0,0,0,0,0,0,0
"01023","5","54","74","0","2014","1","N",21,0,0,0,0,0,0,0,"N",0.62,0,0,0,0,0,0,0
"01025","1","54","74","0","2014","1","",1,4,4,4,67404,0,0,1296,"",9.96,1.03,1.04,1.04,1.20,0.00,0.00,1.16
"01025","5","54","74","0","2014","1","N",33,0,0,0,0,0,0,0,"N",0.41,0,0,0,0,0,0,0
"01027","5","54","74","0","2014","1","",10,36,36,35,162410,143215,2974,350,"",0.40,0.16,0.16,0.15,0.06,0.09,0.08,0.38
"01029","5","54","74","0","2014","1","",7,14,14,14,61371,60522,1470,337,"",0.29,0.10,0.10,0.10,0.03,0.06,0.04,0.30
"01031","5","54","74","0","2014","1","N",74,0,0,0,0,0,0,0,"N",0.61,0,0,0,0,0,0,0
"01033","5","54","74","0","2014","1","",91,313,319,315,2511513,1709613,45117,612,"",0.59,0.23,0.23,0.22,0.11,0.16,0.19,0.49
"01035","5","54","74","0","2014","1","",13,23,24,23,158409,117109,3203,522,"",0.45,0.11,0.11,0.11,0.06,0.08,0.09,0.54
"01037","5","54","74","0","2014","1","N",5,0,0,0,0,0,0,0,"N",0.36,0,0,0,0,0,0,0
"01039","5","54","74","0","2014","1","",66,177,175,179,1424678,994043,16065,619,"",0.62,0.23,0.23,0.23,0.15,0.18,0.09,0.63
"01041","5","54","74","0","2014","1","N",14,0,0,0,0,0,0,0,"N",0.48,0,0,0,0,0,0,0
"01043","5","54","74","0","2014","1","",114,558,569,569,5651213,3558096,67136,769,"",0.55,0.35,0.35,0.35,0.25,0.29,0.26,0.71
"01045","1","54","74","0","2014","1","",5,28,28,26,372803,0,0,1049,"",39.25,3.46,3.50,3.27,2.49,0.00,0.00,0.73
"01045","5","54","74","0","2014","1","",97,616,595,620,8593501,3852080,87838,1083,"",0.95,0.59,0.57,0.60,0.43,0.52,0.62,0.74
"01047","1","54","74","0","2014","1","",1,20,20,20,355511,0,0,1367,"",7.89,3.28,3.29,3.31,4.38,0.00,0.00,1.33
"01047","5","54","74","0","2014","1","N",44,0,0,0,0,0,0,0,"N",0.43,0,0,0,0,0,0,0
"01049","2","54","74","0","2014","1","N",1,0,0,0,0,0,0,0,"N",24.23,0,0,0,0,0,0,0
"01049","5","54","74","0","2014","1","",72,355,358,360,2934795,2004125,42970,631,"",0.54,0.28,0.28,0.29,0.19,0.21,0.17,0.66
"01051","5","54","74","0","2014","1","",108,435,440,443,4545125,2720754,44904,796,"",0.72,0.38,0.39,0.39,0.31,0.35,0.28,0.80
"01053","5","54","74","0","2014","1","",41,156,153,153,1298541,868293,17086,649,"",0.43,0.21,0.21,0.21,0.12,0.16,0.14,0.58
"01055","5","54","74","0","2014","1","",143,721,709,701,5851658,4088664,98153,634,"",0.59,0.34,0.33,0.33,0.20,0.26,0.28,0.61
"01057","5","54","74","0","2014","1","",9,28,30,30,145268,131282,1168,381,"",0.23,0.12,0.13,0.13,0.05,0.09,0.04,0.40
"01059","5","54","74","0","2014","1","",32,132,138,133,1321466,758718,12836,757,"",0.48,0.22,0.23,0.22,0.17,0.16,0.11,0.78
"01061","5","54","74","0","2014","1","",28,111,117,103,583960,509483,12774,407,"",0.49,0.37,0.39,0.35,0.17,0.24,0.34,0.45
"01063","5","54","74","0","2014","1","N",1,0,0,0,0,0,0,0,"N",0.06,0,0,0,0,0,0,0
"01065","1","54","74","0","2014","1","",2,6,6,6,105253,0,0,1349,"",48.27,4.59,4.61,4.65,6.27,0.00,0.00,1.36
"01065","5","54","74","0","2014","1","",7,21,22,22,127211,109594,2895,452,"",0.21,0.12,0.13,0.13,0.06,0.10,0.14,0.45
"01067","5","54","74","0","2014","1","",21,126,134,132,1372356,860357,24444,808,"",0.55,0.65,0.68,0.67,0.51,0.58,0.83,0.77
"01069","5","54","74","0","2014","1","",222,1023,1046,1040,11728982,6523742,117624,871,"",0.66,0.37,0.37,0.37,0.29,0.32,0.28,0.78
"01071","5","54","74","0","2014","1","",62,274,299,304,2810810,1755270,59861,740,"",0.54,0.28,0.31,0.31,0.22,0.25,0.24,0.74
"01073","1","54","74","0","2014","1","",1,13,13,12,221965,0,0,1348,"",0.39,0.08,0.08,0.08,0.07,0.00,0.00,0.86
"01073","5","54","74","0","2014","1","",2054,17609,17824,17827,310031127,129104885,2618239,1343,"",0.99,0.85,0.86,0.86,0.72,0.78,0.74,0.84
"01075","5","54","74","0","2014","1","N",15,0,0,0,0,0,0,0,"N",0.47,0,0,0,0,0,0,0
"01077","1","54","74","0","2014","1","",1,25,26,25,347715,0,0,1056,"",3.39,1.77,1.86,1.77,1.97,0.00,0.00,1.09
"01077","3","54","74","0","2014","1","N",1,0,0,0,0,0,0,0,"N",4.62,0,0,0,0,0,0,0
"01077","5","54","74","0","2014","1","",174,772,801,795,8507123,4668124,98162,829,"",0.73,0.42,0.44,0.43,0.36,0.37,0.31,0.84
"01079","5","54","74","0","2014","1","",31,63,68,66,335338,285750,9217,393,"",0.60,0.19,0.20,0.20,0.04,0.10,0.20,0.19
"01081","3","54","74","0","2014","1","N",2,0,0,0,0,0,0,0,"N",6.69,0,0,0,0,0,0,0
"01081","5","54","74","0","2014","1","",234,1449,1469,1481,15528618,9053671,178410,815,"",0.71,0.45,0.45,0.46,0.35,0.48,0.44,0.76
"01083","5","54","74","0","2014","1","",127,521,522,534,7616584,3455111,85587,1115,"",0.79,0.40,0.38,0.39,0.34,0.37,0.33,0.88
"01085","1","54","74","0","2014","1","",1,10,10,10,147144,0,0,1132,"",45.98,8.82,8.98,8.99,7.66,0.00,0.00,0.86
"01085","5","54","74","0","2014","1","",5,10,11,11,87666,60729,540,632,"",0.29,0.07,0.08,0.08,0.03,0.05,0.02,0.47
"01087","5","54","74","0","2014","1","N",16,0,0,0,0,0,0,0,"N",0.58,0,0,0,0,0,0,0
"01089","1","54","74","0","2014","1","",7,849,845,840,17606035,0,0,1603,"",5.35,9.84,9.93,9.92,9.62,0.00,0.00,0.97
"01089","3","54","74","0","2014","1","",8,414,411,417,5033617,1178610,17722,935,"",8.34,14.51,14.54,14.80,12.41,20.50,25.38,0.85
"01089","5","54","74","0","2014","1","",1590,29919,29742,29468,658154242,234483391,5578529,1704,"",1.51,2.69,2.67,2.66,2.71,2.79,2.72,1.01
"01091","1","54","74","0","2014","1","",1,13,13,13,190813,0,0,1129,"",13.34,3.80,3.83,3.87,3.98,0.00,0.00,1.04
"01091","5","54","74","0","2014","1","N",19,0,0,0,0,0,0,0,"N",0.32,0,0,0,0,0,0,0
"01093","5","54","74","0","2014","1","",31,78,78,75,531480,418221,8623,531,"",0.43,0.14,0.13,0.13,0.07,0.10,0.07,0.56
"01095","1","54","74","0","2014","1","",1,9,9,9,115455,0,0,987,"",3.41,0.56,0.58,0.58,0.57,0.00,0.00,0.99
"01095","5","54","74","0","2014","1","",140,658,724,658,8147026,4235277,80206,922,"",0.59,0.32,0.36,0.32,0.30,0.27,0.22,0.91
"01097","1","54","74","0","2014","1","",3,551,550,544,10790558,0,0,1514,"",2.15,7.10,7.11,7.02,8.33,0.00,0.00,1.18
"01097","5","54","74","0","2014","1","",938,8492,8597,8619,128180818,61267022,1211731,1151,"",0.84,0.85,0.85,0.85,0.74,0.79,0.63,0.88
"01099","1","54","74","0","2014","1","",1,2,2,2,29482,0,0,1134,"",15.90,0.69,0.69,0.69,0.69,0.00,0.00,0.99
"01099","5","54","74","0","2014","1","N",20,0,0,0,0,0,0,0,"N",0.40,0,0,0,0,0,0,0
"01101","1","54","74","0","2014","1","",2,7,7,7,104165,0,0,1145,"",2.17,0.12,0.12,0.12,0.11,0.00,0.00,0.93
"01101","5","54","74","0","2014","1","",703,6588,6605,6600,102298310,47385571,920461,1193,"",0.95,0.84,0.84,0.84,0.79,0.92,0.81,0.95
"01103","1","54","74","0","2014","1","",1,4,4,4,65118,0,0,1252,"",2.54,0.18,0.19,0.19,0.19,0.00,0.00,1.01
"01103","3","54","74","0","2014","1","N",1,0,0,0,0,0,0,0,"N",3.46,0,0,0,0,0,0,0
"01103","5","54","74","0","2014","1","",213,1324,1333,1356,17135184,8877240,194461,985,"",0.67,0.47,0.47,0.48,0.37,0.39,0.35,0.78
"01105","1","54","74","0","2014","1","",1,1,1,1,24303,0,0,1869,"",44.19,1.06,1.06,1.07,2.29,0.00,0.00,2.16
"01105","5","54","74","0","2014","1","",9,19,22,24,90893,87473,792,323,"",0.49,0.16,0.18,0.20,0.06,0.14,0.05,0.37
"01107","1","54","74","0","2014","1","",1,7,6,6,106104,0,0,1289,"",20.56,3.87,3.28,3.40,4.32,0.00,0.00,1.23
"01107","5","54","74","0","2014","1","N",14,0,0,0,0,0,0,0,"N",0.36,0,0,0,0,0,0,0
"01109","5","54","74","0","2014","1","",32,134,136,131,1007572,651626,11498,580,"",0.40,0.16,0.16,0.16,0.08,0.11,0.08,0.52
"01111","5","54","74","0","2014","1","",21,48,47,49,355643,246532,4539,570,"",0.49,0.17,0.17,0.17,0.10,0.13,0.09,0.61
"01113","5","54","74","0","2014","1","",52,169,183,184,1259142,946719,18944,542,"",0.51,0.21,0.23,0.23,0.11,0.17,0.16,0.51
"01115","5","54","74","0","2014","1","",104,616,630,635,5051454,3178844,68658,620,"",0.65,0.56,0.58,0.58,0.35,0.40,0.37,0.61
"01117","1","54","74","0","2014","1","",1,24,24,23,604513,0,0,1965,"",1.36,0.65,0.66,0.63,0.84,0.00,0.00,1.30
"01117","5","54","74","0","2014","1","",634,5194,5219,5168,85670870,37388871,911529,1269,"",1.07,1.10,1.10,1.08,0.90,0.88,1.04,0.82
"01119","1","54","74","0","2014","1","",1,5,4,4,77851,0,0,1382,"",27.33,3.34,2.54,2.56,3.50,0.00,0.00,1.25
"01119","5","54","74","0","2014","1","N",14,0,0,0,0,0,0,0,"N",0.48,0,0,0,0,0,0,0
"01121","5","54","74","0","2014","1","",62,298,292,290,2476254,1808155,69401,649,"",0.40,0.17,0.17,0.16,0.08,0.13,0.23,0.50
"01123","5","54","74","0","2014","1","",58,184,186,188,1451749,1086208,13355,600,"",0.63,0.24,0.24,0.25,0.15,0.19,0.09,0.61
"01125","1","54","74","0","2014","1","",2,46,46,46,754063,0,0,1261,"",3.20,1.11,1.12,1.12,1.12,0.00,0.00,1.00
"01125","5","54","74","0","2014","1","",389,2721,2769,2784,36064234,17614897,380287,1006,"",0.77,0.51,0.52,0.52,0.40,0.48,0.50,0.78
"01127","5","54","74","0","2014","1","",93,358,373,368,3559434,2195755,44565,747,"",0.59,0.32,0.33,0.32,0.23,0.28,0.27,0.72
"01129","3","54","74","0","2014","1","N",1,0,0,0,0,0,0,0,"N",38.66,0,0,0,0,0,0,0
"01129","5","54","74","0","2014","1","N",10,0,0,0,0,0,0,0,"N",0.35,0,0,0,0,0,0,0
"01131","1","54","74","0","2014","1","",1,21,21,21,333518,0,0,1222,"",29.46,16.89,16.86,16.87,16.47,0.00,0.00,0.98
"01131","5","54","74","0","2014","1","",8,15,17,18,99980,85745,763,461,"",0.29,0.09,0.10,0.11,0.04,0.08,0.04,0.36
"01133","5","54","74","0","2014","1","",27,60,63,61,410611,314350,5427,515,"",0.49,0.14,0.14,0.14,0.08,0.09,0.05,0.57
"01999","2","54","74","0","2014","1","N",1,0,0,0,0,0,0,0,"N",2.61,0,0,0,0,0,0,0
"01999","3","54","74","0","2014","1","N",1,0,0,0,0,0,0,0,"N",0.88,0,0,0,0,0,0,0
"01999","5","54","74","0","2014","1","",2255,7264,7338,7494,129117514,51144893,1330043,1348,"",1.81,2.80,2.66,2.77,1.78,1.67,1.57,0.65
"02000","1","54","54","0","2014","1","",33,673,666,663,16620512,0,0,1916,"",10.31,4.51,4.44,4.42,5.31,0.00,0.00,1.19
"02000","2","54","54","0","2014","1","N",1,0,0,0,0,0,0,0,"N",1.26,0,0,0,0,0,0,0
"02000","3","54","54","0","2014","1","N",2,0,0,0,0,0,0,0,"N",0.85,0,0,0,0,0,0,0
"02000","5","54","54","0","2014","1","",2038,14307,14610,14791,251088149,227484395,5765201,1326,"",0.79,0.74,0.75,0.75,0.60,0.84,0.82,0.81
"02013","1","54","74","0","2014","1","",1,4,3,3,64859,0,0,1497,"",64.20,3.19,2.73,2.71,3.86,0.00,0.00,1.34
"02013","3","54","74","0","2014","1","N",1,0,0,0,0,0,0,0,"N",87.54,0,0,0,0,0,0,0
"02013","5","54","74","0","2014","1","N",1,0,0,0,0,0,0,0,"N",0.08,0,0,0,0,0,0,0
"02016","1","54","74","0","2014","1","",1,6,7,6,117189,0,0,1423,"",41.00,2.67,2.55,2.31,2.59,0.00,0.00,1.03
"02016","5","54","74","0","2014","1","",7,23,21,21,465490,450634,13093,1653,"",0.36,0.08,0.06,0.06,0.08,0.08,0.07,1.18
"02020","1","54","74","0","2014","1","",4,476,470,468,11857501,0,0,1935,"",3.30,6.68,6.61,6.62,7.62,0.00,0.00,1.15
"02020","2","54","74","0","2014","1","N",1,0,0,0,0,0,0,0,"N",3.32,0,0,0,0,0,0,0
"02020","5","54","74","0","2014","1","",1138,10158,10339,10358,186728235,167315280,4202882,1397,"",1.17,1.11,1.11,1.12,0.90,1.25,1.21,0.81
"02050","1","54","74","0","2014","1","",1,3,3,4,73620,0,0,1699,"",17.96,0.97,0.98,1.29,1.56,0.00,0.00,1.45
"02050","3","54","74","0","2014","1","N",1,0,0,0,0,0,0,0,"N",24.48,0,0,0,0,0,0,0
"02050","5","54","74","0","2014","1","N",7,0,0,0,0,0,0,0,"N",0.16,0,0,0,0,0,0,0
"02060","1","54","74","0","2014","1","",1,3,3,3,72931,0,0,1870,"",70.89,12.57,11.24,12.52,15.54,0.00,0.00,1.29
"02060","5","54","74","0","2014","1","N",2,0,0,0,0,0,0,0,"N",0.18,0,0,0,0,0,0,0
"02068","5","54","74","0","2014","1","N",5,0,0,0,0,0,0,0,"N",0.34,0,0,0,0,0,0,0
"02070","5","54","74","0","2014","1","N",2,0,0,0,0,0,0,0,"N",0.10,0,0,0,0,0,0,0
"02090","1","54","74","0","2014","1","",7,88,86,86,2072353,0,0,1839,"",20.89,5.24,5.11,5.09,6.56,0.00,0.00,1.27
"02090","5","54","74","0","2014","1","",215,1300,1328,1299,15869397,15648145,460086,933,"",0.80,0.60,0.60,0.59,0.38,0.65,0.73,0.63
"02100","5","54","74","0","2014","1","",6,6,8,8,76421,76421,2663,802,"",0.34,0.14,0.19,0.17,0.11,0.22,0.28,0.69
"02110","1","54","74","0","2014","1","",1,2,2,2,39482,0,0,1519,"",6.26,0.26,0.25,0.26,0.26,0.00,0.00,1.04
"02110","5","54","74","0","2014","1","",84,486,494,496,7933520,7570864,171779,1240,"",0.65,0.48,0.48,0.48,0.40,0.82,0.78,0.83
"02122","1","54","74","0","2014","1","",2,10,9,10,220241,0,0,1753,"",7.07,1.15,1.03,1.13,1.35,0.00,0.00,1.23
"02122","5","54","74","0","2014","1","",131,462,487,651,6991737,5682543,174698,1008,"",0.58,0.41,0.43,0.56,0.32,0.43,0.50,0.69
"02130","1","54","74","0","2014","1","",1,12,12,12,286529,0,0,1837,"",11.19,3.96,4.03,4.01,5.28,0.00,0.00,1.32
"02130","5","54","74","0","2014","1","",27,94,95,93,979471,537815,17070,802,"",0.38,0.24,0.24,0.24,0.14,0.14,0.16,0.56
"02150","1","54","74","0","2014","1","",2,29,30,30,747436,0,0,1938,"",27.89,9.81,9.88,10.05,15.77,0.00,0.00,1.59
"02150","5","54","74","0","2014","1","",22,52,64,60,477054,477054,13961,626,"",0.38,0.14,0.16,0.15,0.08,0.12,0.11,0.50
"02164","5","54","74","0","2014","1","N",1,0,0,0,0,0,0,0,"N",0.06,0,0,0,0,0,0,0
"02170","1","54","74","0","2014","1","",1,15,15,13,459110,0,0,2464,"",3.50,1.51,1.52,1.31,3.10,0.00,0.00,2.14
"02170","5","54","74","0","2014","1","",149,660,681,646,9888386,8771912,199147,1148,"",0.65,0.52,0.53,0.50,0.50,0.65,0.57,0.98
"02180","1","54","74","0","2014","1","",1,5,5,5,124734,0,0,1919,"",20.88,2.83,2.85,2.87,4.04,0.00,0.00,1.42
"02180","5","54","74","0","2014","1","",12,29,20,33,187850,168315,5421,529,"",0.31,0.13,0.09,0.14,0.05,0.06,0.08,0.38
"02185","1","54","74","0","2014","1","",1,6,6,6,134288,0,0,1722,"",29.08,0.85,0.82,0.82,0.44,0.00,0.00,0.53
"02185","5","54","74","0","2014","1","",17,346,376,377,10851772,10572095,222471,2279,"",0.61,0.38,0.39,0.39,0.27,0.32,0.28,0.69
"02188","1","54","74","0","2014","1","",1,3,3,3,55002,0,0,1410,"",37.39,2.31,2.36,2.38,1.82,0.00,0.00,0.77
"02188","5","54","74","0","2014","1","N",4,0,0,0,0,0,0,0,"N",0.19,0,0,0,0,0,0,0
"02195","1","54","74","0","2014","1","",1,1,1,1,30898,0,0,2377,"",40.03,1.94,1.85,1.85,3.89,0.00,0.00,2.07
"02195","5","54","74","0","2014","1","",6,17,17,18,194316,194316,4676,862,"",0.30,0.26,0.24,0.25,0.18,0.32,0.28,0.74
"02198","1","54","74","0","2014","1","",1,3,3,3,73384,0,0,1882,"",28.24,3.44,3.34,3.41,5.89,0.00,0.00,1.73
"02198","5","54","74","0","2014","1","N",2,0,0,0,0,0,0,0,"N",0.07,0,0,0,0,0,0,0
"02220","1","54","74","0","2014","1","",1,0,0,1,37966,0,0,8761,"",17.68,0.00,0.00,0.51,1.26,0.00,0.00,7.03
"02220","5","54","74","0","2014","1","N",17,0,0,0,0,0,0,0,"N",0.37,0,0,0,0,0,0,0
"02240","1","54","74","0","2014","1","",2,1,1,2,13840,0,0,798,"",51.56,0.97,0.97,1.94,0.52,0.00,0.00,0.40
"02240","5","54","74","0","2014","1","",19,124,118,125,1885933,1885933,44979,1186,"",0.61,0.93,0.88,0.93,0.54,0.84,0.70,0.59
"02261","1","54","74","0","2014","1","",1,2,2,1,46627,0,0,2152,"",12.33,1.11,1.10,0.52,1.16,0.00,0.00,1.29
"02261","5","54","74","0","2014","1","",15,71,69,66,955562,954115,22675,1070,"",0.23,0.31,0.29,0.26,0.18,0.27,0.25,0.63
"02270","5","54","74","0","2014","1","N",1,0,0,0,0,0,0,0,"N",0.06,0,0,0,0,0,0,0
"02275","5","54","74","0","2014","1","N",2,0,0,0,0,0,0,0,"N",0.18,0,0,0,0,0,0,0
"02282","1","54","74","0","2014","1","",1,2,3,2,60551,0,0,1996,"",141.78,18.41,26.36,18.18,36.29,0.00,0.00,1.72
"02290","1","54","74","0","2014","1","",1,2,2,2,31971,0,0,1230,"",22.91,2.08,2.09,2.09,2.22,0.00,0.00,1.06
"02290","5","54","74","0","2014","1","N",1,0,0,0,0,0,0,0,"N",0.03,0,0,0,0,0,0,0
"02999","5","54","74","0","2014","1","",145,283,299,344,4536258,4234400,128814,1130,"",1.79,2.84,2.89,3.22,1.26,1.62,1.58,0.42
"04000","1","54","54","0","2014","1","",19,134,133,131,2787012,0,0,1616,"",0.89,0.11,0.11,0.11,0.12,0.00,0.00,1.12
"04000","2","54","54","0","2014","1","N",2,0,0,0,0,0,0,0,"N",0.38,0,0,0,0,0,0,0
"04000","3","54","54","0","2014","1","",17,160,158,162,2742749,21834,310,1319,"",1.09,0.40,0.40,0.41,0.55,0.03,0.03,1.37
"04000","5","54","54","0","2014","1","",20711,127712,129000,129076,2334983639,827952249,20001764,1397,"",1.21,0.82,0.82,0.82,0.78,0.72,0.73,0.95
"04001","5","54","74","0","2014","1","",53,115,119,117,1579506,732846,14690,1038,"",0.73,0.11,0.11,0.11,0.10,0.19,0.12,0.89
"04003","1","54","74","0","2014","1","",5,18,18,18,255170,0,0,1090,"",14.94,1.08,1.09,1.10,0.96,0.00,0.00,0.88
"04003","5","54","74","0","2014","1","",223,2416,2465,2510,39808697,16896219,581133,1243,"",0.83,1.12,1.14,1.17,1.12,1.44,2.06,0.98
"04005","1","54","74","0","2014","1","",2,22,23,22,542895,0,0,1870,"",4.06,0.81,0.85,0.81,1.35,0.00,0.00,1.64
"04005","3","54","74","0","2014","1","N",2,0,0,0,0,0,0,0,"N",5.54,0,0,0,0,0,0,0
"04005","5","54","74","0","2014","1","",315,1122,1188,1185,11505899,6378778,133235,760,"",0.80,0.32,0.34,0.33,0.22,0.33,0.32,0.65
"04007","3","54","74","0","2014","1","N",1,0,0,0,0,0,0,0,"N",9.39,0,0,0,0,0,0,0
"04007","5","54","74","0","2014","1","N",66,0,0,0,0,0,0,0,"N",0.57,0,0,0,0,0,0,0
"04009","5","54","74","0","2014","1","",32,243,246,261,1485195,837533,30880,457,"",0.50,0.46,0.46,0.49,0.18,0.32,0.49,0.38
"04011","5","54","74","0","2014","1","",3,25,26,27,885224,191948,10075,2619,"",0.22,0.06,0.06,0.07,0.07,0.04,0.09,1.12
"04012","1","54","74","0","2014","1","",1,2,2,2,21415,0,0,824,"",18.54,0.76,0.77,0.77,0.66,0.00,0.00,0.86
"04012","5","54","74","0","2014","1","",13,41,42,45,788771,243231,7145,1422,"",0.30,0.12,0.12,0.13,0.18,0.11,0.11,1.46
"04013","1","54","74","0","2014","1","",3,31,31,32,692770,0,0,1701,"",0.22,0.04,0.04,0.04,0.04,0.00,0.00,1.11
"04013","2","54","74","0","2014","1","N",2,0,0,0,0,0,0,0,"N",0.59,0,0,0,0,0,0,0
"04013","3","54","74","0","2014","1","",6,104,102,104,1968209,0,0,1465,"",0.60,0.38,0.37,0.38,0.54,0.00,0.00,1.43
"04013","5","54","74","0","2014","1","",14959,95758,96496,96543,1828651476,622832836,15022039,1461,"",1.36,0.90,0.89,0.90,0.83,0.75,0.77,0.93
"04015","1","54","74","0","2014","1","",1,0,0,0,0,0,0,0,"",1.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"04015","3","54","74","0","2014","1","N",1,0,0,0,0,0,0,0,"N",2.61,0,0,0,0,0,0,0
"04015","5","54","74","0","2014","1","",236,969,1021,1002,10014979,5438558,162530,772,"",0.56,0.35,0.36,0.35,0.26,0.28,0.33,0.73
"04017","5","54","74","0","2014","1","",108,361,408,410,3227204,1741363,28930,632,"",0.56,0.22,0.25,0.25,0.14,0.21,0.14,0.60
"04019","1","54","74","0","2014","1","",2,39,38,36,876964,0,0,1791,"",0.73,0.23,0.23,0.22,0.31,0.00,0.00,1.39
"04019","3","54","74","0","2014","1","",4,10,10,10,139742,20861,289,1075,"",1.99,0.18,0.18,0.18,0.23,0.22,0.27,1.25
"04019","5","54","74","0","2014","1","",2533,19209,19288,19280,321708803,122965019,2768666,1285,"",1.15,0.89,0.88,0.89,0.87,0.88,0.90,0.98
"04021","3","54","74","0","2014","1","N",1,0,0,0,0,0,0,0,"N",3.14,0,0,0,0,0,0,0
"04021","5","54","74","0","2014","1","",208,860,914,955,10487615,5054037,125051,887,"",0.60,0.25,0.26,0.27,0.19,0.26,0.29,0.75
"04023","5","54","74","0","2014","1","N",60,0,0,0,0,0,0,0,"N",0.44,0,0,0,0,0,0,0
"04025","5","54","74","0","2014","1","",477,1402,1469,1459,15364389,8127366,168791,819,"",0.78,0.40,0.41,0.41,0.31,0.35,0.32,0.75
"04027","1","54","74","0","2014","1","",5,22,21,21,397798,0,0,1434,"",10.94,0.64,0.63,0.63,0.89,0.00,0.00,1.41
"04027","3","54","74","0","2014","1","N",1,0,0,0,0,0,0,0,"N",2.98,0,0,0,0,0,0,0
"04027","5","54","74","0","2014","1","",216,2382,2413,2403,31384792,15833105,414795,1006,"",0.59,0.54,0.55,0.55,0.53,0.55,0.33,0.97
"04999","3","54","74","0","2014","1","N",1,0,0,0,0,0,0,0,"N",1.15,0,0,0,0,0,0,0
"04999","5","54","74","0","2014","1","",1209,2459,2549,2525,54924914,18735160,497773,1683,"",1.27,2.12,2.15,2.11,1.33,1.33,1.46,0.62
"05000","1","54","54","0","2014","1","",30,746,744,746,12566805,0,0,1297,"",2.36,1.37,1.37,1.38,1.45,0.00,0.00,1.05
"05000","2","54","54","0","2014","1","N",1,0,0,0,0,0,0,0,"N",0.32,0,0,0,0,0,0,0
"05000","3","54","54","0","2014","1","",6,35,35,35,408625,21287,369,898,"",0.64,0.19,0.19,0.19,0.21,0.05,0.05,1.09
"05000","5","54","54","0","2014","1","",8134,40990,41529,41205,538608457,351031699,10854330,1005,"",0.80,0.59,0.59,0.58,0.47,0.56,0.54,0.80
"05001","1","54","74","0","2014","1","",1,25,25,27,344333,0,0,1032,"",8.94,5.42,5.49,5.92,5.11,0.00,0.00,0.91
