"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay"
"02180","3","52","74","0","2013","A","N",1,0,0,0,0,0,0,"N",173.24,0,0,0,0,0,0
"02180","5","52","74","0","2013","A","",3,17,1162303,722274,20981,1308,68037,"",0.18,0.11,0.09,0.16,0.15,0.81,0.81
"02185","5","52","74","0","2013","A","N",1,0,0,0,0,0,0,"N",0.08,0,0,0,0,0,0
"02188","5","52","74","0","2013","A","N",1,0,0,0,0,0,0,"N",0.11,0,0,0,0,0,0
"02195","5","52","74","0","2013","A","N",3,0,0,0,0,0,0,"N",0.35,0,0,0,0,0,0
"02198","5","52","74","0","2013","A","",3,13,422832,265513,7106,634,32948,"",0.24,0.15,0.07,0.11,0.08,0.46,0.46
"02220","1","52","74","0","2013","A","",1,2,155225,0,0,1557,80987,"",28.40,4.36,3.72,0.00,0.00,0.89,0.89
"02220","5","52","74","0","2013","A","",8,53,2078717,1416029,36904,760,39532,"",0.40,0.29,0.14,0.31,0.23,0.49,0.49
"02230","5","52","74","0","2013","A","N",2,0,0,0,0,0,0,"N",0.32,0,0,0,0,0,0
"02240","5","52","74","0","2013","A","",3,15,625105,391791,10846,815,42380,"",0.22,0.15,0.05,0.14,0.12,0.36,0.36
"02261","5","52","74","0","2013","A","N",7,0,0,0,0,0,0,"N",0.25,0,0,0,0,0,0
"02275","5","52","74","0","2013","A","",3,10,422590,249600,7150,780,40569,"",0.62,0.28,0.17,0.32,0.27,0.59,0.59
"02999","5","52","74","0","2013","A","",21,18,962128,619754,22499,1014,52719,"",0.63,0.28,0.10,0.20,0.20,0.37,0.37
"04000","1","52","54","0","2013","A","",12,119,10869241,0,0,1752,91083,"",0.93,0.45,0.43,0.00,0.00,0.95,0.95
"04000","3","52","54","0","2013","A","",4,16,1359752,21000,166,1687,87726,"",1.57,0.14,0.19,0.04,0.02,1.37,1.37
"04000","5","52","54","0","2013","A","",8024,130631,8797875677,1124439270,23689281,1295,67349,"",1.10,1.25,0.99,1.12,1.09,0.80,0.80
"04001","1","52","74","0","2013","A","",1,2,116454,0,0,1120,58227,"",18.13,1.05,0.74,0.00,0.00,0.71,0.71
"04001","5","52","74","0","2013","A","",17,58,1897418,254942,5262,627,32620,"",0.55,0.08,0.03,0.07,0.05,0.45,0.45
"04003","1","52","74","0","2013","A","",1,7,457416,0,0,1257,65345,"",4.87,1.87,1.40,0.00,0.00,0.75,0.75
"04003","5","52","74","0","2013","A","",67,736,33116357,5208202,126374,865,45005,"",0.58,0.49,0.29,0.48,0.55,0.59,0.59
"04005","1","52","74","0","2013","A","",1,1,57513,0,0,1106,57513,"",3.31,0.16,0.12,0.00,0.00,0.71,0.71
"04005","5","52","74","0","2013","A","",123,604,26923725,4083326,67537,858,44594,"",0.72,0.25,0.15,0.21,0.18,0.63,0.63
"04007","5","52","74","0","2013","A","",38,157,6048166,1055458,17183,741,38544,"",0.76,0.26,0.14,0.20,0.14,0.55,0.55
"04009","5","52","74","0","2013","A","",15,82,3066157,450029,6233,723,37622,"",0.54,0.23,0.12,0.18,0.12,0.54,0.54
"04011","5","52","74","0","2013","A","",6,16,339176,85095,547,403,20980,"",1.06,0.07,0.01,0.03,0.00,0.18,0.18
"04012","5","52","74","0","2013","A","",11,53,1658441,314123,6085,607,31589,"",0.60,0.23,0.12,0.16,0.11,0.54,0.54
"04013","1","52","74","0","2013","A","",4,99,9589649,0,0,1855,96459,"",0.49,0.55,0.52,0.00,0.00,0.95,0.95
"04013","3","52","74","0","2013","A","N",3,0,0,0,0,0,0,"N",1.85,0,0,0,0,0,0
"04013","5","52","74","0","2013","A","",5812,112292,7745546890,977765121,20401122,1326,68977,"",1.25,1.56,1.21,1.35,1.34,0.77,0.77
"04015","1","52","74","0","2013","A","",1,0,0,0,0,0,0,"",3.15,0.00,0.00,0.00,0.00,0.00,0.00
"04015","5","52","74","0","2013","A","",140,980,49851140,6921474,193834,978,50873,"",0.78,0.52,0.41,0.39,0.48,0.79,0.79
"04017","1","52","74","0","2013","A","",1,2,157888,0,0,1518,78944,"",6.82,0.72,0.76,0.00,0.00,1.05,1.05
"04017","3","52","74","0","2013","A","N",1,0,0,0,0,0,0,"N",34.61,0,0,0,0,0,0
"04017","5","52","74","0","2013","A","",60,291,10567452,1834038,32162,698,36283,"",0.73,0.26,0.14,0.23,0.17,0.55,0.55
"04019","1","52","74","0","2013","A","",1,2,196562,0,0,1890,98281,"",0.60,0.05,0.06,0.00,0.00,1.11,1.11
"04019","5","52","74","0","2013","A","",961,9894,564689947,79509889,1807078,1098,57072,"",1.03,0.67,0.49,0.63,0.71,0.73,0.73
"04021","5","52","74","0","2013","A","",112,829,39816091,5811539,120278,923,48010,"",0.77,0.35,0.24,0.32,0.32,0.68,0.68
"04023","5","52","74","0","2013","A","",48,226,8352943,1355292,31040,711,36974,"",0.82,0.41,0.19,0.29,0.24,0.47,0.47
"04025","1","52","74","0","2013","A","",2,2,109708,0,0,1055,54854,"",4.31,0.34,0.25,0.00,0.00,0.74,0.74
"04025","5","52","74","0","2013","A","",214,938,44611340,6462005,120544,914,47552,"",0.82,0.40,0.29,0.31,0.28,0.73,0.73
"04027","1","52","74","0","2013","A","",1,4,184051,0,0,904,46992,"",3.62,0.60,0.39,0.00,0.00,0.66,0.66
"04027","5","52","74","0","2013","A","",104,1117,44629285,6940431,144805,768,39961,"",0.67,0.42,0.27,0.26,0.15,0.64,0.64
"04999","5","52","74","0","2013","A","",298,2359,216761149,26388306,609197,1767,91900,"",0.77,2.95,1.85,2.24,2.35,0.62,0.63
"05000","1","52","54","0","2013","A","",15,119,9327480,0,0,1512,78602,"",1.92,0.98,0.94,0.00,0.00,0.96,0.96
"05000","2","52","54","0","2013","A","N",1,0,0,0,0,0,0,"N",1.31,0,0,0,0,0,0
"05000","5","52","54","0","2013","A","",4833,34966,1939223107,460617481,10434941,1067,55460,"",1.10,0.73,0.56,0.70,0.53,0.77,0.77
"05001","5","52","74","0","2013","A","",28,274,13799714,4011620,68430,968,50333,"",0.72,0.66,0.49,0.66,0.36,0.74,0.74
"05003","5","52","74","0","2013","A","",25,189,6998128,2354242,49629,712,37027,"",0.83,0.61,0.32,0.53,0.27,0.52,0.52
"05005","1","52","74","0","2013","A","",1,1,103294,0,0,1986,103294,"",8.83,0.67,1.02,0.00,0.00,1.52,1.52
"05005","5","52","74","0","2013","A","",65,537,37236443,7109489,183912,1334,69385,"",1.02,0.91,1.06,0.94,0.89,1.16,1.16
"05007","1","52","74","0","2013","A","",1,1,65844,0,0,1013,52675,"",1.97,0.10,0.06,0.00,0.00,0.48,0.48
"05007","5","52","74","0","2013","A","",305,1940,115431586,26901933,640883,1144,59496,"",1.06,0.47,0.29,0.36,0.34,0.61,0.61
"05009","1","52","74","0","2013","A","",1,8,448536,0,0,1078,56067,"",11.04,5.53,4.32,0.00,0.00,0.78,0.78
"05009","5","52","74","0","2013","A","",57,355,17057396,4693975,93196,923,48004,"",1.12,0.62,0.47,0.65,0.41,0.76,0.76
"05011","5","52","74","0","2013","A","",16,113,4015772,1453817,20297,685,35643,"",0.85,0.80,0.52,0.89,0.27,0.65,0.65
"05013","5","52","74","0","2013","A","N",4,0,0,0,0,0,0,"N",0.67,0,0,0,0,0,0
"05015","5","52","74","0","2013","A","",36,304,13012984,3755566,62409,822,42747,"",0.90,0.72,0.63,0.65,0.44,0.87,0.87
"05017","5","52","74","0","2013","A","",15,120,5684128,1624129,22736,913,47467,"",0.64,0.86,0.76,0.99,0.38,0.89,0.89
"05019","5","52","74","0","2013","A","",36,217,9522541,2744163,60230,844,43883,"",1.14,0.56,0.42,0.63,0.40,0.76,0.76
"05021","5","52","74","0","2013","A","",17,97,3539694,1103431,20318,699,36336,"",0.79,0.64,0.44,0.54,0.24,0.69,0.69
"05023","5","52","74","0","2013","A","",38,168,6709652,2078701,37518,767,39859,"",1.11,0.58,0.42,0.50,0.29,0.72,0.72
"05025","5","52","74","0","2013","A","N",2,0,0,0,0,0,0,"N",0.30,0,0,0,0,0,0
"05027","5","52","74","0","2013","A","",51,289,14152388,3684211,60013,941,48928,"",1.33,0.84,0.62,0.84,0.40,0.74,0.73
"05029","5","52","74","0","2013","A","",24,125,5370292,1562585,29564,830,43135,"",0.81,0.44,0.30,0.42,0.28,0.67,0.67
"05031","1","52","74","0","2013","A","",1,9,568754,0,0,1215,63195,"",4.09,1.89,1.63,0.00,0.00,0.86,0.86
"05031","5","52","74","0","2013","A","",141,1042,60522432,14746842,338509,1117,58102,"",1.02,0.55,0.50,0.59,0.46,0.90,0.90
"05033","5","52","74","0","2013","A","",76,380,14737622,4505107,73385,745,38758,"",1.14,0.47,0.30,0.34,0.22,0.64,0.64
"05035","5","52","74","0","2013","A","",45,265,11012333,3392847,67311,799,41543,"",0.66,0.39,0.27,0.36,0.20,0.70,0.70
"05037","5","52","74","0","2013","A","",20,177,6727987,2218080,53199,733,38119,"",0.75,0.84,0.56,0.86,0.58,0.67,0.67
"05039","5","52","74","0","2013","A","",8,61,2662675,751069,9461,846,44011,"",0.60,0.54,0.45,0.47,0.18,0.84,0.84
"05041","5","52","74","0","2013","A","",18,133,5211526,1568155,25480,754,39184,"",0.67,0.69,0.46,0.65,0.33,0.67,0.67
"05043","1","52","74","0","2013","A","",1,4,354686,0,0,1574,81851,"",20.73,5.94,8.26,0.00,0.00,1.28,1.28
"05043","5","52","74","0","2013","A","",24,161,6995699,1973909,43715,834,43384,"",0.88,0.60,0.47,0.64,0.44,0.77,0.77
"05045","5","52","74","0","2013","A","",186,1080,55232753,13981715,302868,984,51153,"",1.31,0.64,0.46,0.65,0.45,0.72,0.72
"05047","5","52","74","0","2013","A","",23,182,7765780,1866480,43176,822,42747,"",1.29,0.99,0.68,0.81,0.81,0.69,0.69
"05049","5","52","74","0","2013","A","",10,74,3599697,841010,12767,937,48699,"",0.91,0.91,0.91,1.04,0.54,1.00,1.00
"05051","5","52","74","0","2013","A","",211,967,49954455,12271434,278571,993,51637,"",1.32,0.64,0.56,0.61,0.48,0.86,0.86
"05053","5","52","74","0","2013","A","",19,84,3028487,912220,13053,697,36233,"",1.11,0.53,0.31,0.45,0.15,0.59,0.59
"05055","5","52","74","0","2013","A","",43,374,15860247,4484377,78701,816,42445,"",0.94,0.61,0.41,0.54,0.22,0.68,0.68
"05057","1","52","74","0","2013","A","",1,7,478834,0,0,1331,69229,"",21.45,8.51,8.63,0.00,0.00,1.03,1.03
"05057","5","52","74","0","2013","A","",27,194,7865624,2470993,45630,780,40562,"",1.03,0.59,0.41,0.57,0.42,0.68,0.68
"05059","5","52","74","0","2013","A","",41,214,8483564,2512030,47893,762,39627,"",1.34,0.62,0.42,0.56,0.31,0.67,0.67
"05061","5","52","74","0","2013","A","",23,111,3625947,1117921,19990,626,32544,"",1.21,0.37,0.23,0.27,0.16,0.62,0.62
"05063","1","52","74","0","2013","A","",1,5,291264,0,0,1120,58253,"",12.00,3.23,2.69,0.00,0.00,0.83,0.83
"05063","5","52","74","0","2013","A","",57,416,18039513,5433601,92188,834,43382,"",1.21,0.68,0.48,0.71,0.38,0.71,0.71
"05065","1","52","74","0","2013","A","",1,0,0,0,0,0,0,"",41.69,0.00,0.00,0.00,0.00,0.00,0.00
"05065","5","52","74","0","2013","A","",20,78,3392790,975990,24357,836,43497,"",1.48,0.60,0.48,0.68,0.50,0.80,0.80
"05067","5","52","74","0","2013","A","",18,129,5877586,1670156,30713,874,45445,"",0.76,0.58,0.43,0.61,0.34,0.73,0.73
"05069","1","52","74","0","2013","A","",1,6,339391,0,0,1169,60786,"",5.04,1.93,1.39,0.00,0.00,0.77,0.77
"05069","5","52","74","0","2013","A","",82,850,43505487,11027269,208589,985,51213,"",0.73,0.69,0.51,0.79,0.50,0.74,0.74
"05071","5","52","74","0","2013","A","",32,161,6180849,1802575,34329,740,38490,"",1.24,0.45,0.33,0.44,0.31,0.72,0.72
"05073","5","52","74","0","2013","A","",9,42,1303597,494190,6960,592,30794,"",0.97,0.79,0.43,0.74,0.38,0.54,0.54
"05075","5","52","74","0","2013","A","",18,104,3740673,1242764,36712,692,35968,"",0.84,0.60,0.41,0.59,0.45,0.69,0.69
"05077","5","52","74","0","2013","A","",7,36,1242828,375153,7502,659,34285,"",0.43,0.42,0.26,0.42,0.25,0.60,0.60
"05079","5","52","74","0","2013","A","",12,54,1982432,618806,9318,706,36712,"",0.83,0.43,0.27,0.54,0.27,0.63,0.63
"05081","5","52","74","0","2013","A","",15,64,2213935,734125,24760,662,34413,"",1.18,0.42,0.17,0.37,0.39,0.41,0.41
