code,XHPIN1_CA001,XHPIN1_CA003,XHPIN1_CA005,XHPIN1_CA007,XHPIN1_CA009,XHPIN1_CA011,XHPIN1_CA013,XHPIN1_CA015,XHPIN1_CA017,XHPIN1_CA019,XHPIN1_CA021,XHPIN1_CA023,XHPIN1_CA025,XHPIN1_CA027,XHPIN1_CA029,XHPIN1_CA031,XHPIN1_CA033,XHPIN1_CA035,XHPIN1_CA037,XHPIN1_CA039,XHPIN1_CA041,XHPIN1_CA043,XHPIN1_CA045,XHPIN1_CA047,XHPIN1_CA049,XHPIN1_CA051,XHPIN1_CA053,XHPIN1_CA055,XHPIN1_CA057,XHPIN1_CA059,XHPIN1_CA061,XHPIN1_CA063,XHPIN1_CA065,XHPIN1_CA067,XHPIN1_CA069,XHPIN1_CA071,XHPIN1_CA073,XHPIN1_CA075,XHPIN1_CA077,XHPIN1_CA079,XHPIN1_CA081,XHPIN1_CA083,XHPIN1_CA085,XHPIN1_CA087,XHPIN1_CA089,XHPIN1_CA091,XHPIN1_CA093,XHPIN1_CA095,XHPIN1_CA097,XHPIN1_CA099,XHPIN1_CA101,XHPIN1_CA103,XHPIN1_CA105,XHPIN1_CA107,XHPIN1_CA109,XHPIN1_CA111,XHPIN1_CA113,XHPIN1_CA115,XHPIN2_CA001,XHPIN2_CA003,XHPIN2_CA005,XHPIN2_CA007,XHPIN2_CA009,XHPIN2_CA011,XHPIN2_CA013,XHPIN2_CA015,XHPIN2_CA017,XHPIN2_CA019,XHPIN2_CA021,XHPIN2_CA023,XHPIN2_CA025,XHPIN2_CA027,XHPIN2_CA029,XHPIN2_CA031,XHPIN2_CA033,XHPIN2_CA035,XHPIN2_CA037,XHPIN2_CA039,XHPIN2_CA041,XHPIN2_CA043,XHPIN2_CA045,XHPIN2_CA047,XHPIN2_CA049,XHPIN2_CA051,XHPIN2_CA053,XHPIN2_CA055,XHPIN2_CA057,XHPIN2_CA059,XHPIN2_CA061,XHPIN2_CA063,XHPIN2_CA065,XHPIN2_CA067,XHPIN2_CA069,XHPIN2_CA071,XHPIN2_CA073,XHPIN2_CA075,XHPIN2_CA077,XHPIN2_CA079,XHPIN2_CA081,XHPIN2_CA083,XHPIN2_CA085,XHPIN2_CA087,XHPIN2_CA089,XHPIN2_CA091,XHPIN2_CA093,XHPIN2_CA095,XHPIN2_CA097,XHPIN2_CA099,XHPIN2_CA101,XHPIN2_CA103,XHPIN2_CA105,XHPIN2_CA107,XHPIN2_CA109,XHPIN2_CA111,XHPIN2_CA113,XHPIN2_CA115,XHPIN3_CA001,XHPIN3_CA003,XHPIN3_CA005,XHPIN3_CA007,XHPIN3_CA009,XHPIN3_CA011,XHPIN3_CA013,XHPIN3_CA015,XHPIN3_CA017,XHPIN3_CA019,XHPIN3_CA021,XHPIN3_CA023,XHPIN3_CA025,XHPIN3_CA027,XHPIN3_CA029,XHPIN3_CA031,XHPIN3_CA033,XHPIN3_CA035,XHPIN3_CA037,XHPIN3_CA039,XHPIN3_CA041,XHPIN3_CA043,XHPIN3_CA045,XHPIN3_CA047,XHPIN3_CA049,XHPIN3_CA051,XHPIN3_CA053,XHPIN3_CA055,XHPIN3_CA057,XHPIN3_CA059,XHPIN3_CA061,XHPIN3_CA063,XHPIN3_CA065,XHPIN3_CA067,XHPIN3_CA069,XHPIN3_CA071,XHPIN3_CA073,XHPIN3_CA075,XHPIN3_CA077,XHPIN3_CA079,XHPIN3_CA081,XHPIN3_CA083,XHPIN3_CA085,XHPIN3_CA087,XHPIN3_CA089,XHPIN3_CA091,XHPIN3_CA093,XHPIN3_CA095,XHPIN3_CA097,XHPIN3_CA099,XHPIN3_CA101,XHPIN3_CA103,XHPIN3_CA105,XHPIN3_CA107,XHPIN3_CA109,XHPIN3_CA111,XHPIN3_CA113,XHPIN3_CA115,XHPIN5_CA001,XHPIN5_CA003,XHPIN5_CA005,XHPIN5_CA007,XHPIN5_CA009,XHPIN5_CA011,XHPIN5_CA013,XHPIN5_CA015,XHPIN5_CA017,XHPIN5_CA019,XHPIN5_CA021,XHPIN5_CA023,XHPIN5_CA025,XHPIN5_CA027,XHPIN5_CA029,XHPIN5_CA031,XHPIN5_CA033,XHPIN5_CA035,XHPIN5_CA037,XHPIN5_CA039,XHPIN5_CA041,XHPIN5_CA043,XHPIN5_CA045,XHPIN5_CA047,XHPIN5_CA049,XHPIN5_CA051,XHPIN5_CA053,XHPIN5_CA055,XHPIN5_CA057,XHPIN5_CA059,XHPIN5_CA061,XHPIN5_CA063,XHPIN5_CA065,XHPIN5_CA067,XHPIN5_CA069,XHPIN5_CA071,XHPIN5_CA073,XHPIN5_CA075,XHPIN5_CA077,XHPIN5_CA079,XHPIN5_CA081,XHPIN5_CA083,XHPIN5_CA085,XHPIN5_CA087,XHPIN5_CA089,XHPIN5_CA091,XHPIN5_CA093,XHPIN5_CA095,XHPIN5_CA097,XHPIN5_CA099,XHPIN5_CA101,XHPIN5_CA103,XHPIN5_CA105,XHPIN5_CA107,XHPIN5_CA109,XHPIN5_CA111,XHPIN5_CA113,XHPIN5_CA115,XHPIN4_CA001,XHPIN4_CA003,XHPIN4_CA005,XHPIN4_CA007,XHPIN4_CA009,XHPIN4_CA011,XHPIN4_CA013,XHPIN4_CA015,XHPIN4_CA017,XHPIN4_CA019,XHPIN4_CA021,XHPIN4_CA023,XHPIN4_CA025,XHPIN4_CA027,XHPIN4_CA029,XHPIN4_CA031,XHPIN4_CA033,XHPIN4_CA035,XHPIN4_CA037,XHPIN4_CA039,XHPIN4_CA041,XHPIN4_CA043,XHPIN4_CA045,XHPIN4_CA047,XHPIN4_CA049,XHPIN4_CA051,XHPIN4_CA053,XHPIN4_CA055,XHPIN4_CA057,XHPIN4_CA059,XHPIN4_CA061,XHPIN4_CA063,XHPIN4_CA065,XHPIN4_CA067,XHPIN4_CA069,XHPIN4_CA071,XHPIN4_CA073,XHPIN4_CA075,XHPIN4_CA077,XHPIN4_CA079,XHPIN4_CA081,XHPIN4_CA083,XHPIN4_CA085,XHPIN4_CA087,XHPIN4_CA089,XHPIN4_CA091,XHPIN4_CA093,XHPIN4_CA095,XHPIN4_CA097,XHPIN4_CA099,XHPIN4_CA101,XHPIN4_CA103,XHPIN4_CA105,XHPIN4_CA107,XHPIN4_CA109,XHPIN4_CA111,XHPIN4_CA113,XHPIN4_CA115
12/31/1993,143,0,16,28,51,5,154,4,44,223,1,23,31,2,196,34,12,0,326,36,28,5,19,75,1,2,52,11,21,507,151,7,810,397,48,458,379,6,183,67,30,44,141,13,44,0,8,297,129,211,28,20,3,106,13,127,49,17,0,0,2,0,0,2,0,0,0,4,0,0,0,0,2,0,0,0,44,2,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,4,22,4,0,4,0,0,0,0,2,0,0,0,4,4,4,6,0,8,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0,4,76,0,0,0,24,0,7,0,0,43,0,0,0,0,0,70,0,0,0,0,20,0,0,36,0,0,0,210,0,0,0,0,0,0,0,0,0,0,101,0,0,0,240,0,0,30,0,0,0,12,0,360,0,8,0,0,0,0,0,0,0,0,0,0,12,30,0,3,0,2,0,0,2,0,0,4,4,0,0,4,4,2,0,0,0,87,2,0,0,0,0,0,0,0,0,0,21,0,0,0,2,0,4,34,4,0,4,0,0,0,0,6,0,0,0,8,80,4,6,0,32,0,7,0,0
1/31/1994,110,0,16,54,23,4,204,9,57,258,4,43,55,11,159,44,13,3,322,45,12,3,24,87,1,1,68,19,24,543,191,3,491,299,13,305,311,11,177,46,7,40,113,31,54,1,3,92,93,115,43,21,3,119,14,41,56,11,0,0,0,0,0,0,0,0,2,4,0,2,2,0,2,2,0,0,26,0,0,0,0,0,0,0,0,0,0,16,0,0,8,2,0,0,4,8,2,0,0,0,2,0,0,0,0,0,0,4,0,2,0,2,0,10,0,0,3,0,0,3,0,0,0,4,3,0,0,3,4,0,81,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,11,0,0,3,0,4,0,0,0,4,0,35,0,0,5,0,0,0,0,0,0,0,14,0,0,0,18,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,51,60,0,40,0,0,0,158,0,0,0,32,0,37,0,0,0,0,0,0,0,0,0,0,0,0,55,12,0,3,0,0,3,0,0,0,4,5,4,0,5,6,0,83,5,0,0,29,0,0,0,4,0,0,0,0,0,0,16,0,0,8,2,0,0,29,8,2,0,0,0,2,0,11,0,0,3,0,8,0,2,0,6,0,45,0,0
2/28/1994,135,0,8,36,19,2,215,4,65,234,3,28,80,12,268,59,14,3,203,37,12,2,16,79,0,2,101,16,22,416,182,2,630,368,34,331,415,10,172,62,24,33,139,16,51,0,5,91,153,89,35,15,0,106,16,100,38,8,4,0,2,4,0,0,0,6,0,0,0,2,2,0,18,0,0,0,22,0,0,0,0,2,0,0,4,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,2,0,0,0,0,2,0,2,2,0,4,0,14,2,0,8,0,0,4,0,0,0,0,0,0,0,4,0,0,12,0,0,0,17,0,0,0,4,0,0,0,0,0,0,45,0,0,98,0,0,0,19,3,3,0,4,28,10,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,27,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,38,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,8,0,0,0,6,0,0,0,6,2,0,30,0,0,0,39,0,0,0,4,2,0,0,4,0,0,45,0,0,98,2,0,0,25,3,3,0,4,28,10,2,0,0,0,0,2,0,2,2,0,4,0,30,2,0
3/31/1994,260,0,20,76,37,7,465,12,80,422,9,44,52,1,289,47,28,4,420,68,15,10,21,101,2,20,94,13,53,838,246,15,721,529,52,572,490,12,243,94,42,21,247,24,101,2,10,86,243,146,43,18,5,156,22,142,102,10,4,0,0,2,0,0,0,6,0,12,4,4,2,0,0,0,2,0,12,4,2,0,0,0,0,0,0,0,0,6,0,0,14,0,0,2,32,2,0,0,8,2,0,0,0,0,0,2,0,2,0,4,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,45,0,6,10,0,16,0,0,0,25,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,49,3,4,0,3,0,13,0,8,0,4,3,32,3,0,0,0,0,0,0,16,0,32,0,0,0,0,0,39,0,0,199,0,0,0,0,0,0,0,0,286,0,0,0,0,6,0,0,0,0,0,111,0,0,23,0,0,0,0,135,0,0,37,0,251,0,0,0,0,10,136,0,0,0,0,0,0,0,32,0,4,0,0,2,0,0,0,6,0,57,4,10,12,0,16,0,2,0,37,4,2,0,0,0,0,0,0,0,0,46,0,0,14,0,0,2,81,5,4,0,11,2,13,0,8,0,4,5,32,5,0,4,0,4,0,0,18,2
4/30/1994,224,1,10,67,26,4,380,9,61,359,7,43,65,2,287,68,11,5,283,46,35,11,26,68,0,7,110,46,69,696,222,33,589,449,25,297,406,7,161,115,24,42,86,24,86,2,14,117,244,131,48,32,6,165,28,104,54,8,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,4,6,0,10,0,2,6,6,2,16,0,6,0,2,2,0,2,0,2,0,18,2,0,11,0,0,3,0,0,0,0,0,4,0,0,3,0,8,0,0,0,10,0,0,0,0,0,0,8,7,0,7,15,0,0,40,0,0,0,61,0,20,4,0,0,25,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,350,0,0,156,0,0,0,0,0,42,0,0,0,0,40,0,0,0,55,0,0,0,0,0,0,0,5,0,0,382,28,0,177,82,0,0,113,0,8,0,0,65,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,5,0,0,2,0,0,4,0,0,3,0,8,0,0,0,22,0,0,0,0,0,0,8,7,0,7,19,0,0,40,0,2,4,67,0,30,4,2,6,31,2,20,0,6,8,2,2,0,2,0,2,0,18,2,0
5/31/1994,188,3,10,62,39,4,389,9,94,313,6,38,131,2,249,57,22,6,393,45,39,9,30,123,0,6,175,31,84,702,231,13,675,343,13,497,557,6,252,83,70,60,203,29,97,4,16,176,266,124,42,19,5,166,22,166,61,16,0,0,2,0,0,2,2,0,6,8,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,2,4,0,0,0,0,0,0,2,0,0,12,2,0,0,2,0,0,0,12,0,0,0,14,14,0,2,0,2,0,18,0,0,8,0,0,0,0,0,20,0,28,4,0,6,0,0,16,0,0,0,0,0,0,0,0,0,0,8,6,0,0,10,0,0,4,4,0,0,76,0,0,0,3,0,12,0,4,0,0,0,4,24,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,40,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,6,10,0,55,0,0,5,6,0,0,134,103,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,2,22,0,34,12,0,6,0,0,16,0,0,0,8,0,2,0,0,0,0,10,10,0,0,10,0,0,4,6,0,0,88,2,0,0,5,0,12,0,16,0,0,0,18,38,0,2,0,2,0,18,0,0
6/30/1994,218,2,19,82,40,8,206,13,93,364,15,47,37,3,246,59,34,7,586,60,36,9,29,85,0,10,111,36,108,1402,263,26,898,493,37,514,684,9,209,80,91,56,334,123,104,5,18,94,201,126,52,29,9,170,28,298,29,27,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,22,10,0,0,2,0,0,0,0,0,2,6,0,0,2,0,0,0,8,2,0,2,2,0,2,2,4,0,0,0,0,6,0,6,0,0,0,20,0,0,3,0,0,0,0,0,0,0,0,0,0,8,12,0,12,0,0,0,7,0,0,0,0,0,0,0,0,0,3,71,3,0,0,0,0,0,46,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,0,12,0,0,68,0,0,0,0,0,36,0,0,174,0,24,112,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,2518,0,0,0,0,0,14,66,15,0,0,36,0,710,0,7,0,0,0,0,0,0,0,0,0,0,169,0,0,9,0,0,0,0,0,2,0,0,0,0,8,12,0,12,2,0,0,29,10,0,0,2,0,0,0,0,0,5,77,3,0,2,0,0,0,54,12,0,2,2,3,2,2,4,0,0,0,0,6,0,6,0,19,0,32,0,0
7/31/1994,101,2,16,47,36,4,379,13,60,224,4,47,12,5,198,42,11,10,321,41,22,8,19,69,0,5,105,55,66,428,153,14,511,434,23,431,280,3,191,102,53,34,103,40,86,1,14,28,116,99,39,17,6,158,21,88,23,12,0,2,0,0,0,0,0,0,0,14,0,0,4,0,6,0,0,0,8,0,0,0,0,0,0,4,0,0,0,4,0,0,8,4,0,0,2,8,0,4,0,0,0,2,10,0,2,0,10,4,0,4,0,12,0,0,0,0,0,0,0,0,0,0,40,8,0,0,0,0,3,0,0,0,0,0,66,0,0,0,0,0,0,0,7,0,0,6,0,0,22,56,0,0,38,3,0,0,0,0,52,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,24,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,250,0,22,0,0,0,0,0,6,0,0,63,0,0,22,192,0,0,0,206,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,2,0,0,0,0,40,8,0,14,0,0,7,0,6,0,0,0,74,0,0,0,0,0,0,4,7,0,0,10,0,0,30,60,0,0,40,11,0,4,0,0,52,2,10,0,2,0,13,7,0,4,0,15,0,0,0,0
8/31/1994,191,2,7,64,29,10,504,21,138,380,5,34,32,2,230,63,17,6,430,46,13,12,21,109,0,6,130,55,80,636,213,14,965,379,82,355,507,2,207,102,45,62,190,31,83,2,18,96,187,144,46,19,9,169,17,176,60,19,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,4,0,0,34,0,2,0,0,2,0,0,2,0,2,4,0,0,2,4,2,0,0,46,0,8,4,0,0,0,2,0,0,0,8,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,23,0,0,0,0,8,8,0,8,0,0,0,6,0,0,0,4,0,0,8,3,0,0,26,0,0,3,0,0,9,37,0,0,0,0,12,70,0,0,0,0,86,4,4,0,0,0,6,0,0,0,0,22,0,0,56,0,0,7,0,0,93,0,6,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,70,56,0,0,32,0,5,98,36,0,0,0,0,98,15,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,23,0,0,0,2,8,8,0,8,4,0,0,40,0,2,0,4,2,0,8,5,0,2,30,0,0,5,4,2,9,37,46,0,8,4,12,70,0,2,0,0,86,12,6,2,0,0,6,0,0,0,0
9/30/1994,316,1,12,38,22,6,281,8,98,281,15,22,47,1,249,62,9,7,471,45,66,9,29,94,4,7,104,14,58,497,264,30,694,384,30,266,343,28,147,41,58,37,179,24,48,1,9,86,215,158,41,20,4,169,17,143,22,12,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,0,0,0,32,0,2,0,0,0,0,0,12,2,0,2,0,0,0,8,0,0,2,8,4,2,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,34,0,0,0,10,0,3,0,4,0,0,3,39,0,4,13,24,0,0,12,0,0,35,13,0,9,0,0,18,0,0,0,0,0,12,0,0,0,0,0,0,16,0,0,30,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,751,76,0,0,0,0,0,0,0,0,0,165,19,0,0,42,0,0,236,0,0,0,57,0,29,0,0,0,0,0,8,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,2,2,4,0,4,4,0,38,0,0,0,42,0,5,0,4,0,0,3,51,2,4,15,24,0,0,20,0,0,37,21,4,11,8,0,22,0,0,0,0,0,12,0,0,0,0,0,0,16,2,0
10/31/1994,151,5,12,33,32,4,200,5,74,244,2,30,72,0,197,74,11,5,408,42,31,2,25,80,1,1,117,48,74,596,290,33,514,306,66,327,554,10,254,112,33,50,194,17,51,1,11,159,191,98,27,19,2,135,18,120,29,15,2,0,0,0,0,2,0,0,2,8,0,2,0,0,0,0,0,0,26,2,0,0,2,0,0,0,0,0,2,2,0,0,0,8,0,0,0,10,0,2,0,2,20,2,0,0,2,0,2,2,0,0,0,10,0,0,0,4,3,0,4,0,0,0,0,0,0,34,0,11,4,0,66,0,0,0,35,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,0,0,38,3,0,0,0,4,8,16,0,0,0,4,36,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,56,0,0,0,166,0,0,0,0,0,0,0,56,0,10,341,0,0,12,0,0,8,48,30,0,0,5,0,113,21,0,0,0,5,0,0,0,0,0,0,0,32,0,0,5,0,4,0,0,2,0,0,2,42,0,13,4,0,66,0,0,0,61,2,0,0,2,0,0,0,0,0,2,12,0,0,0,16,0,0,38,13,0,2,0,6,28,18,0,0,2,4,38,2,0,0,0,39,0,0,0,4
11/30/1994,168,1,11,30,25,16,196,5,88,308,3,22,31,2,146,34,10,3,418,45,23,7,18,69,2,0,88,11,40,381,157,11,544,393,63,368,224,7,90,83,106,89,199,43,65,1,11,92,100,83,28,9,5,92,14,201,43,6,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,24,4,0,0,0,0,0,0,0,0,0,34,0,0,0,2,8,0,2,4,0,0,0,2,12,0,10,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,18,21,0,0,0,0,0,0,0,0,4,26,56,0,0,4,0,88,42,3,0,0,0,0,22,0,0,0,0,0,7,0,0,0,0,12,0,8,40,3,0,0,0,0,0,0,0,0,0,80,0,0,0,0,72,0,0,0,157,0,0,0,0,0,0,0,8,0,0,600,0,0,80,70,22,15,119,108,0,0,67,0,56,0,0,0,0,0,34,0,0,0,0,0,6,246,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,14,42,25,0,0,0,0,0,0,0,0,4,60,56,0,0,6,8,88,44,7,0,0,0,2,34,0,10,0,0,0,7,0,0,0,0,12,2,18,40,3
12/31/1994,290,1,12,34,31,4,261,3,59,325,1,23,44,4,154,50,12,6,350,44,14,2,8,76,0,0,98,38,25,430,203,3,458,185,19,322,476,2,122,91,46,37,140,16,55,0,1,263,108,96,15,11,0,129,5,70,30,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,12,6,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,26,0,0,0,0,6,2,0,4,0,0,0,2,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,12,0,44,0,0,0,0,11,0,0,4,9,0,0,0,0,0,0,0,0,0,0,18,0,0,0,27,0,0,68,0,0,0,31,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,144,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,322,0,0,36,0,0,0,44,80,0,0,0,0,108,24,0,0,0,0,0,0,0,0,0,60,0,0,0,0,2,0,0,0,0,0,0,12,0,44,0,0,2,0,11,2,0,4,21,6,0,0,0,2,0,0,0,0,0,24,0,0,0,27,0,0,94,0,0,0,31,15,2,0,4,0,0,0,2,0,0,0,0,0,0,22,10,0
1/31/1995,87,0,3,16,28,2,163,1,35,203,3,26,49,2,148,43,9,2,291,22,9,2,10,24,1,2,39,5,21,400,63,0,519,186,2,221,394,4,35,38,39,26,62,10,23,0,9,9,28,61,14,7,2,98,6,54,58,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,16,0,0,0,0,2,0,0,0,0,0,6,0,0,0,2,2,0,6,0,0,0,2,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,2,2,6,0,0,0,24,0,0,0,0,89,0,4,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,4,0,4,0,0,0,4,0,16,0,19,0,0,0,0,0,0,0,0,11,0,3,0,0,7,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,10,24,48,29,0,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,24,0,0,0,0,89,0,4,4,0,4,4,0,0,19,0,0,0,0,2,0,0,0,0,0,27,0,0,0,2,6,0,10,0,0,0,6,0,16,0,21,0,0,0,0,0,4,0,0,11,0,3,2,2
2/28/1995,119,0,13,48,17,2,199,3,68,213,5,31,28,1,180,53,2,2,455,47,48,7,14,57,0,1,77,15,26,280,115,5,501,290,43,461,326,6,258,70,85,34,88,14,55,0,2,82,150,69,26,18,2,134,9,122,43,7,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,2,0,0,28,0,2,0,2,0,0,0,6,0,0,4,0,0,20,0,0,0,4,10,0,0,0,19,16,0,14,0,0,0,2,4,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,0,12,4,0,8,3,0,0,23,0,0,0,4,0,0,0,0,0,0,29,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,14,20,0,0,0,0,0,89,0,0,0,0,0,0,0,98,0,0,412,0,0,16,0,0,0,0,15,0,0,0,48,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,18,0,12,4,0,8,5,0,0,51,0,2,0,6,0,0,0,6,0,0,33,0,0,20,3,0,0,4,23,0,0,0,19,16,0,14,0,0,0,2,4,0,6,0,3,0,0,0,0
3/31/1995,116,0,7,21,11,0,158,1,56,312,3,43,12,0,209,51,14,4,362,39,18,3,24,96,0,2,67,15,35,305,304,6,418,225,17,224,331,12,135,57,58,54,142,32,55,2,10,65,58,133,23,13,1,134,13,112,64,4,2,0,0,4,0,0,6,0,0,4,0,2,0,0,0,0,0,2,8,0,4,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,2,10,0,0,2,2,0,0,0,0,0,0,0,0,2,4,0,4,0,6,8,0,0,0,0,28,0,0,12,0,0,3,0,3,0,0,8,0,0,0,17,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,14,10,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,211,0,0,20,0,0,42,0,0,132,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,28,0,0,0,6,0,93,0,0,0,0,0,44,0,0,38,0,0,0,40,0,0,2,0,0,32,0,0,18,0,0,7,0,5,0,0,8,0,0,2,25,0,4,0,0,0,0,0,2,0,0,17,0,0,0,0,0,0,16,20,0,0,30,2,0,0,0,0,0,0,0,0,2,4,0,14,0,10,8,0
4/30/1995,169,1,20,42,20,14,240,2,73,246,3,41,12,3,252,36,10,11,462,58,27,5,13,76,0,5,29,14,40,470,169,9,504,267,18,216,505,11,155,69,55,39,232,27,74,3,15,41,136,89,25,16,2,105,11,211,55,9,2,0,0,0,0,0,4,0,2,4,0,0,0,0,0,0,0,12,8,6,0,0,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,6,0,4,2,6,0,0,8,0,0,0,0,4,0,0,0,16,0,0,2,0,8,0,0,0,0,0,15,0,0,4,0,0,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,4,67,0,0,28,0,0,0,43,20,0,0,3,8,17,15,0,0,0,0,0,3,0,0,0,12,0,10,0,0,0,0,0,0,0,0,20,0,0,32,0,0,0,0,49,0,36,0,360,0,0,34,0,0,0,0,12,0,0,151,0,0,0,0,0,15,278,47,0,18,15,12,234,0,8,0,0,0,0,0,0,0,0,0,0,12,0,0,10,0,0,0,0,0,19,0,2,8,0,0,0,0,6,0,0,12,22,6,0,0,0,0,0,0,0,0,4,81,0,0,28,2,0,0,43,26,0,4,5,14,17,15,8,0,0,0,0,7,0,0,0,28,0,10,2,0
5/31/1995,196,1,18,39,27,3,326,11,74,247,6,41,15,4,237,54,15,8,624,53,18,6,18,94,1,8,90,59,69,440,183,22,740,279,40,360,431,3,182,110,59,60,216,24,56,3,11,78,138,159,32,11,3,127,27,180,41,13,6,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,6,14,2,0,0,0,0,0,0,2,0,0,14,0,0,0,0,0,0,10,18,0,0,0,0,4,4,6,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,4,0,0,8,0,0,4,30,0,0,0,0,0,0,38,0,0,0,8,0,12,4,8,0,0,24,4,0,0,3,0,15,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,68,0,0,0,210,54,0,0,0,0,0,0,0,0,0,377,5,0,0,0,0,0,367,9,0,20,64,0,29,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,12,0,0,0,0,0,2,0,0,3,0,8,0,0,6,14,2,0,0,4,0,0,8,2,0,4,44,0,0,0,0,0,0,48,18,0,0,8,0,16,8,14,0,0,24,4,0,2,3,0,15,3,0,0,0
